4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,合计,合计,23316860.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,合计,合计,69791173.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,合计,合计,2400573.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",辍学,合计,合计,2794416.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",其他,合计,合计,209300.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,合计,男,12446615.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,合计,男,37564477.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,合计,男,1234297.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",辍学,合计,男,1420349.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",其他,合计,男,117885.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,合计,女,10870245.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,合计,女,32226696.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,合计,女,1166276.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",辍学,合计,女,1374067.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",其他,合计,女,91415.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,小学,小计,14285754.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,小学,小计,24029915.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,小学,小计,1540170.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",辍学,小学,小计,1968194.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",其他,小学,小计,155501.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,小学,男,7600978.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,小学,男,11359813.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,小学,男,706719.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",辍学,小学,男,917435.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",其他,小学,男,82958.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,小学,女,6684776.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,小学,女,12670102.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,小学,女,833451.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",辍学,小学,女,1050759.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",其他,小学,女,72543.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,初中,小计,6010144.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,初中,小计,31688355.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,初中,小计,729553.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",辍学,初中,小计,746349.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",其他,初中,小计,32801.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,初中,男,3222922.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,初中,男,17918301.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,初中,男,439979.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",辍学,初中,男,449579.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",其他,初中,男,21659.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",在校,初中,女,2787222.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",毕业,初中,女,13770054.0
4,第四卷 受教育程度,"4-01全国分学业完成情况,性别,受教育程度的6岁及以上人口",肄业,初中,女,289574.0
